StockCode,StockName,YahooFinanceSymbol
8466,美吉吉-KY,8466.TW
8467,波力-KY,8467.TW
8473,山林水,8473.TW
8476,台境,8476.TW
8478,東哥遊艇,8478.TW
8481,政伸,8481.TW
8482,商億-KY,8482.TW
8488,吉源-KY,8488.TW
8499,鼎炫-KY,8499.TW
8926,台汽電,8926.TW
8940,新天地,8940.TW
8996,高力,8996.TW
9802,鈺齊-KY,9802.TW
9902,台火,9902.TW
9904,寶成,9904.TW
9905,大華,9905.TW
9906,欣巴巴,9906.TW
9907,統一實,9907.TW
9908,大台北,9908.TW
9910,豐泰,9910.TW
9911,櫻花,9911.TW
9912,偉聯,9912.TW
9914,美利達,9914.TW
9917,中保科,9917.TW
9918,欣天然,9918.TW
9919,康那香,9919.TW
9921,巨大,9921.TW
9924,福興,9924.TW
9925,新保,9925.TW
9926,新海,9926.TW
9927,泰銘,9927.TW
9928,中視,9928.TW
9929,秋雨,9929.TW
9930,中聯資源,9930.TW
9931,欣高,9931.TW
9933,中鼎,9933.TW
9934,成霖,9934.TW
9935,慶豐富,9935.TW
9937,全國,9937.TW
9938,百和,9938.TW
9939,宏全,9939.TW
9940,信義,9940.TW
9941,裕融,9941.TW
9942,茂順,9942.TW
9943,好樂迪,9943.TW
9944,新麗,9944.TW
9945,潤泰新,9945.TW
9946,三發地產,9946.TW
9955,佳龍,9955.TW
9958,世紀鋼,9958.TW
2254,巨鎧精密-創,2254.TW
2258,鴻華先進-創,2258.TW
2432,倚天酷碁-創,2432.TW
3150,鈺寶-創,3150.TW
6423,億而得-創,6423.TW
6534,正瀚-創,6534.TW
6645,金萬林-創,6645.TW
6757,台灣虎航-創,6757.TW
6771,平和環保-創,6771.TW
6794,向榮生技-創,6794.TW
6854,錼創科技-KY創,6854.TW
6902,走著瞧-創,6902.TW
6949,沛爾生醫-創,6949.TW
6951,青新-創,6951.TW
6969,成信實業*-創,6969.TW
8162,微矽電子-創,8162.TW
8487,愛爾達-創,8487.TW
0050,元大台灣50,0050.TW
0051,元大中型100,0051.TW
0052,富邦科技,0052.TW
0053,元大電子,0053.TW
0055,元大MSCI金融,0055.TW
0056,元大高股息,0056.TW
0057,富邦摩台,0057.TW
0061,元大寶滬深,0061.TW
9103,美德醫療-DR,9103.TW
9105,泰金寶-DR,9105.TW
9110,越南控-DR,9110.TW
9136,巨騰-DR,9136.TW
1240,茂生農經,1240.TWO
1259,安心,1259.TWO
1264,德麥,1264.TWO
1268,漢來美食,1268.TWO
1294,漢田生技,1294.TWO
1336,台翰,1336.TWO
1565,精華,1565.TWO
1569,濱川,1569.TWO
1570,力肯,1570.TWO
1580,新麥,1580.TWO
1584,精剛,1584.TWO
1586,和勤,1586.TWO
1591,駿吉-KY,1591.TWO
1593,祺驊,1593.TWO
1595,川寶,1595.TWO
1599,宏佳騰,1599.TWO
1742,台蠟,1742.TWO
1777,生泰,1777.TWO
1781,合世,1781.TWO
1784,訊聯,1784.TWO
1785,光洋科,1785.TWO
1788,杏昌,1788.TWO
1796,金穎生技,1796.TWO
1799,易威,1799.TWO
1813,寶利徠,1813.TWO
1815,富喬,1815.TWO
2035,唐榮,2035.TWO
2061,風青,2061.TWO
2063,世鎧,2063.TWO
2064,晉椿,2064.TWO
2065,世豐,2065.TWO
2066,世德,2066.TWO
2067,嘉鋼,2067.TWO
2070,精湛,2070.TWO
2073,雄順,2073.TWO
2221,大甲,2221.TWO
2230,泰茂,2230.TWO
2235,謚源,2235.TWO
2596,綠意,2596.TWO
2640,大車隊,2640.TWO
2641,正德,2641.TWO
2643,捷迅,2643.TWO
2718,晶悅,2718.TWO
2719,燦星旅,2719.TWO
2724,藝舍-KY,2724.TWO
2726,雅茗-KY,2726.TWO
2729,瓦城,2729.TWO
2732,六角,2732.TWO
2734,易飛網,2734.TWO
2736,富野,2736.TWO
2740,天蔥,2740.TWO
2743,山富,2743.TWO
2745,五福,2745.TWO
2751,王座,2751.TWO
2752,豆府,2752.TWO
2754,亞洲藏壽司,2754.TWO
2755,揚秦,2755.TWO
2756,聯發國際,2756.TWO
2916,滿心,2916.TWO
2924,宏太-KY,2924.TWO
2926,誠品生活,2926.TWO
2937,集雅社,2937.TWO
2941,米斯特,2941.TWO
2947,振宇五金,2947.TWO
2948,寶陞,2948.TWO
2949,欣新網,2949.TWO
3064,泰偉,3064.TWO
3066,李洲,3066.TWO
3067,全域,3067.TWO
3071,協禧,3071.TWO
3073,天方能源,3073.TWO
3078,僑威,3078.TWO
3081,聯亞,3081.TWO
3083,網龍,3083.TWO
3085,新零售,3085.TWO
3086,華義,3086.TWO
3088,艾訊,3088.TWO
3093,港建*,3093.TWO
3095,及成,3095.TWO
3105,穩懋,3105.TWO
3114,好德,3114.TWO
3115,富榮綱,3115.TWO
3118,進階,3118.TWO
3122,笙泉,3122.TWO
3128,昇銳,3128.TWO
3131,弘塑,3131.TWO
3141,晶宏,3141.TWO
3147,大綜,3147.TWO
3152,璟德,3152.TWO
3162,精確,3162.TWO
3163,波若威,3163.TWO
3169,亞信,3169.TWO
3171,新洲,3171.TWO
3176,基亞,3176.TWO
3178,公準,3178.TWO
3188,鑫龍騰,3188.TWO
3191,雲嘉南,3191.TWO
3202,樺晟,3202.TWO
3205,佰研,3205.TWO
3206,志豐,3206.TWO
3207,耀勝,3207.TWO
3211,順達,3211.TWO
3213,茂訊,3213.TWO
3217,優群,3217.TWO
3218,大學光,3218.TWO
3219,倚強科,3219.TWO
3221,台嘉碩,3221.TWO
3224,三顧,3224.TWO
3226,至寶電,3226.TWO
3227,原相,3227.TWO
3228,金麗科,3228.TWO
3230,錦明,3230.TWO
3232,昱捷,3232.TWO
3234,光環,3234.TWO
3236,千如,3236.TWO
3252,海灣,3252.TWO
3259,鑫創,3259.TWO
3260,威剛,3260.TWO
3264,欣銓,3264.TWO
3265,台星科,3265.TWO
3268,海德威,3268.TWO
3272,東碩,3272.TWO
3276,宇環,3276.TWO
3284,太普高,3284.TWO
3285,微端,3285.TWO
3287,廣寰科,3287.TWO
3288,點晶,3288.TWO
3289,宜特,3289.TWO
3290,東浦,3290.TWO
3293,鈊象,3293.TWO
3294,英濟,3294.TWO
3297,杭特,3297.TWO
3303,岱稜,3303.TWO
3306,鼎天,3306.TWO
3310,佳穎,3310.TWO
3313,斐成,3313.TWO
3317,尼克森,3317.TWO
3322,建舜電,3322.TWO
3323,加百裕,3323.TWO
3324,雙鴻,3324.TWO
3325,旭品,3325.TWO
3332,幸康,3332.TWO
3339,泰谷,3339.TWO
3349,寶德,3349.TWO
3354,律勝,3354.TWO
3357,臺慶科,3357.TWO
3360,尚立,3360.TWO
3362,先進光,3362.TWO
3363,上詮,3363.TWO
3372,典範,3372.TWO
3373,熱映,3373.TWO
3374,精材,3374.TWO
3379,彬台,3379.TWO
3388,崇越電,3388.TWO
3390,旭軟,3390.TWO
3402,漢科,3402.TWO
3426,台興,3426.TWO
3430,奇鈦科,3430.TWO
3434,哲固,3434.TWO
3438,類比科,3438.TWO
3441,聯一光,3441.TWO
3444,利機,3444.TWO
3455,由田,3455.TWO
3465,進泰電子,3465.TWO
3466,德晉,3466.TWO
3479,安勤,3479.TWO
3483,力致,3483.TWO
3484,崧騰,3484.TWO
3489,森寶,3489.TWO
3490,單井,3490.TWO
3491,昇達科,3491.TWO
3492,長盛,3492.TWO
3498,陽程,3498.TWO
3499,環天科,3499.TWO
3508,位速,3508.TWO
3511,矽瑪,3511.TWO
3512,皇龍,3512.TWO
3516,亞帝歐,3516.TWO
3520,華盈,3520.TWO
3521,鴻翊,3521.TWO
3522,御嵿,3522.TWO
3523,迎輝,3523.TWO
3526,凡甲,3526.TWO
3527,聚積,3527.TWO
3529,力旺,3529.TWO
3531,先益,3531.TWO
3537,堡達,3537.TWO
3540,曜越,3540.TWO
3541,西柏,3541.TWO
3546,宇峻,3546.TWO
3548,兆利,3548.TWO
3551,世禾,3551.TWO
3552,同致,3552.TWO
3555,博士旺,3555.TWO
3556,禾瑞亞,3556.TWO
3558,神準,3558.TWO
3564,其陽,3564.TWO
3567,逸昌,3567.TWO
3570,大塚,3570.TWO
3577,泓格,3577.TWO
3580,友威科,3580.TWO
3581,博磊,3581.TWO
3587,閎康,3587.TWO
3594,磐儀,3594.TWO
3597,映興,3597.TWO
3609,三一東林,3609.TWO
3611,鼎翰,3611.TWO
3615,安可,3615.TWO
3623,富晶通,3623.TWO
3624,光頡,3624.TWO
3625,西勝,3625.TWO
3628,盈正,3628.TWO
3629,地心引力,3629.TWO
3630,新鉅科,3630.TWO
3631,晟楠,3631.TWO
3632,研勤,3632.TWO
3646,艾恩特,3646.TWO
3663,鑫科,3663.TWO
3664,安瑞-KY,3664.TWO
3666,光耀,3666.TWO
3672,康聯訊,3672.TWO
3675,德微,3675.TWO
3680,家登,3680.TWO
3684,榮昌,3684.TWO
3685,元創精密,3685.TWO
3687,歐買尬,3687.TWO
3689,湧德,3689.TWO
3691,碩禾,3691.TWO
3693,營邦,3693.TWO
3707,漢磊,3707.TWO
3709,鑫聯大投控,3709.TWO
3710,連展投控,3710.TWO
3713,新晶投控,3713.TWO
4102,永日,4102.TWO
4105,東洋,4105.TWO
4107,邦特,4107.TWO
4109,加捷生醫,4109.TWO
4111,濟生,4111.TWO
4113,聯上,4113.TWO
4114,健喬,4114.TWO
4116,明基醫,4116.TWO
4120,友華,4120.TWO
4121,優盛,4121.TWO
4123,晟德,4123.TWO
4126,太醫,4126.TWO
4127,天良,4127.TWO
4128,中天,4128.TWO
4129,聯合,4129.TWO
4130,健亞,4130.TWO
4131,浩泰,4131.TWO
4138,曜亞,4138.TWO
4139,馬光-KY,4139.TWO
4147,中裕,4147.TWO
4153,鈺緯,4153.TWO
4154,樂威科-KY,4154.TWO
4157,太景*-KY,4157.TWO
4160,訊聯基因,4160.TWO
4161,聿新科,4161.TWO
4162,智擎,4162.TWO
4163,鐿鈦,4163.TWO
4167,松瑞藥,4167.TWO
4168,醣聯,4168.TWO
4171,瑞基,4171.TWO
4173,久裕,4173.TWO
4174,浩鼎,4174.TWO
4175,杏一,4175.TWO
4183,福永生技,4183.TWO
4188,安克,4188.TWO
4192,杏國,4192.TWO
4198,欣大健康,4198.TWO
4205,中華食,4205.TWO
4207,環泰,4207.TWO
4303,信立,4303.TWO
4304,勝昱,4304.TWO
4305,世坤,4305.TWO
4401,東隆興,4401.TWO
4402,郡都開發,4402.TWO
4406,新昕纖,4406.TWO
4413,飛寶企業,4413.TWO
4416,三圓,4416.TWO
4417,金洲,4417.TWO
4419,皇家美食,4419.TWO
4420,光明,4420.TWO
4430,耀億,4430.TWO
4432,銘旺實,4432.TWO
4433,興采,4433.TWO
4442,竣邦-KY,4442.TWO
4502,健信,4502.TWO
4503,金雨,4503.TWO
4506,崇友,4506.TWO
4510,高鋒,4510.TWO
4513,福裕,4513.TWO
4523,永彰,4523.TWO
4527,方土霖,4527.TWO
4528,江興鍛,4528.TWO
4529,淳紳,4529.TWO
4530,宏易,4530.TWO
4533,協易機,4533.TWO
4534,慶騰,4534.TWO
4535,至興,4535.TWO
4538,大詠城,4538.TWO
4541,晟田,4541.TWO
4542,科嶠,4542.TWO
4543,萬在,4543.TWO
4549,桓達,4549.TWO
4550,長佳,4550.TWO
4554,橙的,4554.TWO
4556,旭然,4556.TWO
4558,寶緯,4558.TWO
4561,健椿,4561.TWO
4563,百德,4563.TWO
4568,科際精密,4568.TWO
4577,達航科技,4577.TWO
4580,捷流閥業,4580.TWO
4584,君帆,4584.TWO
4609,唐鋒,4609.TWO
4702,中美實,4702.TWO
4706,大恭,4706.TWO
4707,磐亞,4707.TWO
4711,永純,4711.TWO
4714,永捷,4714.TWO
4716,大立,4716.TWO
4721,美琪瑪,4721.TWO
4726,永昕,4726.TWO
4728,雙美,4728.TWO
4729,熒茂,4729.TWO
4735,豪展,4735.TWO
4741,泓瀚,4741.TWO
4743,合一,4743.TWO
4744,皇將,4744.TWO
4745,合富-KY,4745.TWO
4747,強生,4747.TWO
4754,國碳科,4754.TWO
4760,勤凱,4760.TWO
4767,誠泰科技,4767.TWO
4768,晶呈科技,4768.TWO
4772,台特化,4772.TWO
4804,大略-KY,4804.TWO
4806,桂田文創,4806.TWO
4903,聯光通,4903.TWO
4905,台聯電,4905.TWO
4907,富宇,4907.TWO
4908,前鼎,4908.TWO
4909,新復興,4909.TWO
4911,德英,4911.TWO
4923,力士,4923.TWO
4924,欣厚-KY,4924.TWO
4931,新盛力,4931.TWO
4933,友輝,4933.TWO
4939,亞電,4939.TWO
4945,陞達科技,4945.TWO
4946,辣椒,4946.TWO
4950,牧東,4950.TWO
4951,精拓科,4951.TWO
4953,緯軟,4953.TWO
4966,譜瑞-KY,4966.TWO
4971,IET-KY,4971.TWO
4972,湯石照明,4972.TWO
4973,廣穎,4973.TWO
4974,亞泰,4974.TWO
4979,華星光,4979.TWO
4987,科誠,4987.TWO
4991,環宇-KY,4991.TWO
4995,晶達,4995.TWO
5009,榮剛,5009.TWO
5011,久陽,5011.TWO
5013,強新,5013.TWO
5014,建錩,5014.TWO
5015,華祺,5015.TWO
5016,松和,5016.TWO
5201,凱衛,5201.TWO
5202,力新,5202.TWO
5205,中茂,5205.TWO
5206,坤悅,5206.TWO
5209,新鼎,5209.TWO
5210,寶碩,5210.TWO
5211,蒙恬,5211.TWO
5212,凌網,5212.TWO
5213,亞昕,5213.TWO
5220,萬達光電,5220.TWO
5223,安力-KY,5223.TWO
5227,立凱-KY,5227.TWO
5228,鈺鎧,5228.TWO
5230,雷笛克光學,5230.TWO
5236,凌陽創新,5236.TWO
5245,智晶,5245.TWO
5251,天鉞電,5251.TWO
5263,智崴,5263.TWO
5272,笙科,5272.TWO
5274,信驊,5274.TWO
5276,達輝-KY,5276.TWO
5278,尚凡,5278.TWO
5287,數字,5287.TWO
5289,宜鼎,5289.TWO
5291,邑昇,5291.TWO
5299,杰力,5299.TWO
5301,寶得利,5301.TWO
5302,太欣,5302.TWO
5309,系統電,5309.TWO
5310,天剛,5310.TWO
5312,寶島科,5312.TWO
5314,世紀,5314.TWO
5315,光聯,5315.TWO
5321,美而快,5321.TWO
5324,士開,5324.TWO
5328,華容,5328.TWO
5340,建榮,5340.TWO
5344,立衛,5344.TWO
5345,天揚,5345.TWO
5347,世界,5347.TWO
5348,正能量智能,5348.TWO
5351,鈺創,5351.TWO
5353,台林,5353.TWO
5355,佳總,5355.TWO
5356,協益,5356.TWO
5364,力麗店,5364.TWO
5371,中光電,5371.TWO
5381,合正,5381.TWO
5386,青雲,5386.TWO
5392,能率,5392.TWO
5398,慕康生醫,5398.TWO
5403,中菲,5403.TWO
5410,國眾,5410.TWO
5425,台半,5425.TWO
5426,振發,5426.TWO
5432,新門,5432.TWO
5438,東友,5438.TWO
5439,高技,5439.TWO
5443,均豪,5443.TWO
5450,南良,5450.TWO
5452,佶優,5452.TWO
5455,昇益,5455.TWO
5457,宣德,5457.TWO
5460,同協,5460.TWO
5464,霖宏,5464.TWO
5465,富驊,5465.TWO
5468,凱鈺,5468.TWO
5474,聰泰,5474.TWO
5475,德宏,5475.TWO
5478,智冠,5478.TWO
5481,新華,5481.TWO
5483,中美晶,5483.TWO
5487,通泰,5487.TWO
5488,松普,5488.TWO
5489,彩富,5489.TWO
5490,同亨,5490.TWO
5493,三聯,5493.TWO
5498,凱崴,5498.TWO
5508,永信建,5508.TWO
5511,德昌,5511.TWO
5512,力麒,5512.TWO
5514,三豐,5514.TWO
5516,雙喜,5516.TWO
5520,力泰,5520.TWO
5523,豐謙,5523.TWO
5529,鉅陞,5529.TWO
5530,龍巖,5530.TWO
5536,聖暉*,5536.TWO
5543,桓鼎-KY,5543.TWO
5548,安倉,5548.TWO
5601,台聯櫃,5601.TWO
5603,陸海,5603.TWO
5604,中連,5604.TWO
5609,中菲行,5609.TWO
5701,劍湖山,5701.TWO
5703,亞都,5703.TWO
5704,老爺知,5704.TWO
5864,致和證,5864.TWO
5878,台名,5878.TWO
5902,德記,5902.TWO
5903,全家,5903.TWO
5904,寶雅,5904.TWO
5905,南仁湖,5905.TWO
6015,宏遠證,6015.TWO
6016,康和證,6016.TWO
6020,大展證,6020.TWO
6021,美好證,6021.TWO
6023,元大期,6023.TWO
6026,福邦證,6026.TWO
6101,寬魚國際,6101.TWO
6103,合邦,6103.TWO
6104,創惟,6104.TWO
6109,亞元,6109.TWO
6111,大宇資,6111.TWO
6113,亞矽,6113.TWO
6114,久威,6114.TWO
6118,建達,6118.TWO
6121,新普,6121.TWO
6122,擎邦,6122.TWO
6123,上奇,6123.TWO
6124,業強,6124.TWO
6125,廣運,6125.TWO
6126,信音,6126.TWO
6127,九豪,6127.TWO
6129,普誠,6129.TWO
6130,上亞科技,6130.TWO
6134,萬旭,6134.TWO
6138,茂達,6138.TWO
6140,訊達,6140.TWO
6143,振曜,6143.TWO
6144,得利影,6144.TWO
6146,耕興,6146.TWO
6147,頎邦,6147.TWO
6148,驊宏資,6148.TWO
6150,撼訊,6150.TWO
6151,晉倫,6151.TWO
6154,順發,6154.TWO
6156,松上,6156.TWO
6158,禾昌,6158.TWO
6160,欣技,6160.TWO
6161,捷波,6161.TWO
6163,華電網,6163.TWO
6167,久正,6167.TWO
6169,昱泉,6169.TWO
6170,統振,6170.TWO
6171,大城地產,6171.TWO
6173,信昌電,6173.TWO
6174,安碁,6174.TWO
6175,立敦,6175.TWO
6179,亞通,6179.TWO
6180,橘子,6180.TWO
6182,合晶,6182.TWO
6185,幃翔,6185.TWO
6186,新潤,6186.TWO
6187,萬潤,6187.TWO
6188,廣明,6188.TWO
6190,萬泰科,6190.TWO
6194,育富,6194.TWO
6195,詩肯,6195.TWO
6198,瑞築,6198.TWO
6199,天品,6199.TWO
6203,海韻電,6203.TWO
6204,艾華,6204.TWO
6207,雷科,6207.TWO
6208,日揚,6208.TWO
6210,慶生,6210.TWO
6212,理銘,6212.TWO
6217,中探針,6217.TWO
6218,豪勉,6218.TWO
6219,富旺,6219.TWO
6220,岳豐,6220.TWO
6221,晉泰,6221.TWO
6222,上揚,6222.TWO
6223,旺矽,6223.TWO
6227,茂綸,6227.TWO
6228,全譜,6228.TWO
6229,研通,6229.TWO
6231,系微,6231.TWO
6233,旺玖,6233.TWO
6234,高僑,6234.TWO
6236,中湛,6236.TWO
6237,驊訊,6237.TWO
6240,松崗,6240.TWO
6241,易通展,6241.TWO
6242,立康,6242.TWO
6244,茂迪,6244.TWO
6245,立端,6245.TWO
6246,臺龍,6246.TWO
6248,沛波,6248.TWO
6259,百徽,6259.TWO
6261,久元,6261.TWO
6263,普萊德,6263.TWO
6264,富裔,6264.TWO
6265,方土昶,6265.TWO
6266,泰詠,6266.TWO
6270,倍微,6270.TWO
6274,台燿,6274.TWO
6275,元山,6275.TWO
6276,安鈦克,6276.TWO
6279,胡連,6279.TWO
6284,佳邦,6284.TWO
6287,元隆,6287.TWO
6290,良維,6290.TWO
6291,沛亨,6291.TWO
6292,迅德,6292.TWO
6294,智基,6294.TWO
6411,晶焱,6411.TWO
6417,韋僑,6417.TWO
6418,詠昇,6418.TWO
6419,京晨科,6419.TWO
6425,易發,6425.TWO
6432,今展科,6432.TWO
6435,大中,6435.TWO
6441,廣錠,6441.TWO
6457,紘康,6457.TWO
6461,益得,6461.TWO
6462,神盾,6462.TWO
6465,威潤,6465.TWO
6469,大樹,6469.TWO
6470,宇智,6470.TWO
6482,弘煜科,6482.TWO
6485,點序,6485.TWO
6486,互動,6486.TWO
6488,環球晶,6488.TWO
6492,生華科,6492.TWO
6494,九齊,6494.TWO
6496,科懋,6496.TWO
6499,益安,6499.TWO
6506,雙邦,6506.TWO
6508,惠光,6508.TWO
6509,聚和,6509.TWO
6510,精測,6510.TWO
6512,啟發電,6512.TWO
6514,芮特-KY,6514.TWO
6516,勤崴國際,6516.TWO
6517,保勝光學,6517.TWO
6523,達爾膚,6523.TWO
6527,明達醫,6527.TWO
6530,創威,6530.TWO
6532,瑞耘,6532.TWO
6535,順藥,6535.TWO
6538,倉和,6538.TWO
6542,隆中,6542.TWO
6546,正基,6546.TWO
6547,高端疫苗,6547.TWO
6548,長科*,6548.TWO
6556,勝品,6556.TWO
6560,欣普羅,6560.TWO
6561,是方,6561.TWO
6568,宏觀,6568.TWO
6569,醫揚,6569.TWO
6570,維田,6570.TWO
6574,霈方,6574.TWO
6576,逸達,6576.TWO
6577,勁豐,6577.TWO
6578,達邦蛋白,6578.TWO
6584,南俊國際,6584.TWO
6588,東典光電,6588.TWO
6589,台康生技,6589.TWO
6590,普鴻,6590.TWO
6593,台灣銘板,6593.TWO
6596,寬宏藝術,6596.TWO
6603,富強鑫,6603.TWO
6609,瀧澤科,6609.TWO
6612,奈米醫材,6612.TWO
6613,朋億*,6613.TWO
6615,慧智,6615.TWO
6616,特昇-KY,6616.TWO
6617,共信-KY,6617.TWO
6624,萬年清,6624.TWO
6629,泰金-KY,6629.TWO
6637,醫影,6637.TWO
6640,均華,6640.TWO
6642,富致,6642.TWO
6643,M31,6643.TWO
6649,台生材,6649.TWO
6651,全宇昕,6651.TWO
6654,天正國際,6654.TWO
6661,威健生技,6661.TWO
6662,樂斯科,6662.TWO
6664,群翊,6664.TWO
6667,信紘科,6667.TWO
6679,鈺太,6679.TWO
6680,鑫創電子,6680.TWO
6683,雍智科技,6683.TWO
6684,安格,6684.TWO
6690,安碁資訊,6690.TWO
6692,進能服,6692.TWO
6693,廣閎科,6693.TWO
6697,東捷資訊,6697.TWO
6703,軒郁,6703.TWO
6708,天擎,6708.TWO
6712,長聖,6712.TWO
6716,應廣,6716.TWO
6721,信實,6721.TWO
6727,亞泰金屬,6727.TWO
6728,上洋,6728.TWO
6732,昇佳電子,6732.TWO
6733,博晟生醫,6733.TWO
6735,美達科技,6735.TWO
6739,竹陞科技,6739.TWO
6741,91APP*-KY,6741.TWO
6747,亨泰光,6747.TWO
6751,智聯服務,6751.TWO
6752,叡揚,6752.TWO
6761,穩得,6761.TWO
6762,達亞,6762.TWO
6763,綠界科技*,6763.TWO
6767,台微醫,6767.TWO
6785,昱展新藥,6785.TWO
6788,華景電,6788.TWO
6791,虎門科技,6791.TWO
6803,崑鼎,6803.TWO
6804,明係,6804.TWO
6811,宏碁資訊,6811.TWO
6821,聯寶,6821.TWO
6823,濾能,6823.TWO
6829,千附精密,6829.TWO
6840,東研信超,6840.TWO
6841,長佳智能,6841.TWO
6843,進典,6843.TWO
6844,諾貝兒,6844.TWO
6846,綠茵,6846.TWO
6855,數泓科,6855.TWO
6856,鑫傳,6856.TWO
6859,伯特光,6859.TWO
6865,偉康科技,6865.TWO
6870,騰雲,6870.TWO
6874,倍力,6874.TWO
6875,國邑*,6875.TWO
6877,鏵友益,6877.TWO
6881,潤德,6881.TWO
6894,衛司特,6894.TWO
6895,宏碩系統,6895.TWO
6899,創為精密,6899.TWO
6903,巨漢,6903.TWO
6904,伯鑫,6904.TWO
6913,鴻呈,6913.TWO
6922,宸曜,6922.TWO
6929,佑全,6929.TWO
6953,家碩,6953.TWO
6967,汎瑋材料,6967.TWO
6968,萬達寵物,6968.TWO
7402,邑錡,7402.TWO
7556,意德士,7556.TWO
7584,樂意,7584.TWO
8024,佑華,8024.TWO
8027,鈦昇,8027.TWO
8032,光菱,8032.TWO
8034,榮群,8034.TWO
8038,長園科,8038.TWO
8040,九暘,8040.TWO
8042,金山電,8042.TWO
8043,蜜望實,8043.TWO
8044,網家,8044.TWO
8047,星雲,8047.TWO
8048,德勝,8048.TWO
8049,晶采,8049.TWO
8050,廣積,8050.TWO
8054,安國,8054.TWO
8059,凱碩,8059.TWO
8064,東捷,8064.TWO
8066,來思達,8066.TWO
8067,志旭,8067.TWO
8068,全達,8068.TWO
8069,元太,8069.TWO
8071,能率網通,8071.TWO
8074,鉅橡,8074.TWO
8076,伍豐,8076.TWO
8077,洛碁,8077.TWO
8080,印鉐,8080.TWO
8083,瑞穎,8083.TWO
8084,巨虹,8084.TWO
8085,福華,8085.TWO
8086,宏捷科,8086.TWO
8087,麗升能源,8087.TWO
8088,品安,8088.TWO
8089,康全電訊,8089.TWO
8091,翔名,8091.TWO
8092,建暐,8092.TWO
8093,保銳,8093.TWO
8096,擎亞,8096.TWO
8097,常珵,8097.TWO
8099,大世科,8099.TWO
8107,大億金茂,8107.TWO
8109,博大,8109.TWO
8111,立碁,8111.TWO
8121,越峰,8121.TWO
8147,正淩,8147.TWO
8155,博智,8155.TWO
8171,天宇,8171.TWO
8176,智捷,8176.TWO
8182,加高,8182.TWO
8183,精星,8183.TWO
8227,巨有科技,8227.TWO
8234,新漢,8234.TWO
8240,華宏,8240.TWO
8255,朋程,8255.TWO
8277,商丞,8277.TWO
8279,生展,8279.TWO
8284,三竹,8284.TWO
8289,泰藝,8289.TWO
8291,尚茂,8291.TWO
8299,群聯,8299.TWO
8342,益張,8342.TWO
8349,恒耀,8349.TWO
8354,冠好,8354.TWO
8358,金居,8358.TWO
8383,千附,8383.TWO
8390,金益鼎,8390.TWO
8401,白紗科,8401.TWO
8403,盛弘,8403.TWO
8409,商之器,8409.TWO
8410,森田,8410.TWO
8415,大國鋼,8415.TWO
8416,實威,8416.TWO
8420,明揚,8420.TWO
8421,旭源,8421.TWO
8423,保綠-KY,8423.TWO
8424,惠普,8424.TWO
8426,紅木-KY,8426.TWO
8431,匯鑽科,8431.TWO
8432,東生華,8432.TWO
8433,弘帆,8433.TWO
8435,鉅邁,8435.TWO
8436,大江,8436.TWO
8437,大地-KY,8437.TWO
8440,綠電,8440.TWO
8444,綠河-KY,8444.TWO
8446,華研,8446.TWO
8450,霹靂,8450.TWO
8455,大拓-KY,8455.TWO
8472,夠麻吉,8472.TWO
8477,創業家,8477.TWO
8489,三貝德,8489.TWO
8905,裕國,8905.TWO
8906,花王,8906.TWO
8908,欣雄,8908.TWO
8916,光隆,8916.TWO
8917,欣泰,8917.TWO
8921,沈氏,8921.TWO
8923,時報,8923.TWO
8924,大田,8924.TWO
8927,北基,8927.TWO
8928,鉅明,8928.TWO
8929,富堡,8929.TWO
8930,青鋼,8930.TWO
8931,大汽電,8931.TWO
8932,智通*,8932.TWO
8933,愛地雅,8933.TWO
8935,邦泰,8935.TWO
8936,國統,8936.TWO
8937,合騏,8937.TWO
8938,明安,8938.TWO
8941,關中,8941.TWO
8942,森鉅,8942.TWO
9949,琉園,9949.TWO
9950,萬國通,9950.TWO
9951,皇田,9951.TWO
9960,邁達康,9960.TWO
9962,有益,9962.TWO
